NVRID,NAMN,SKYDDSTYP,BESLSTATUS,URSBESLDAT,URSGALLDAT,SENGALLDAT,LAN,KOMMUN,IUCNKAT,FORVALTARE,AREA_HA,LAND_HA,VATTEN_HA,SKOG_HA,GEOSTATUS,DIARIENR,LAGRUM,BESLMYND
2001610,Ryptjärnberget,Naturreservat,Gällande,"""1991-10-29T00:00:00.000Z""","""1991-11-19T00:00:00.000Z""","""1991-11-19T00:00:00.000Z""",Västerbottens Län,Vilhelmina,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,73.59,72.3,1.34,63.587,Justerad mot fastighetskarta,231-1-89,Naturvårdslagen,Länsstyrelse
2004508,Smedjevik,Naturreservat,Gällande,"""2006-02-10T00:00:00.000Z""","""2006-03-17T00:00:00.000Z""","""2006-03-17T00:00:00.000Z""",Kalmar Län,Nybro,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kalmar län,486.46,413.37,73.23,339.299,Slutligt inmätt,511-6340-97,Miljöbalken,Länsstyrelse
2000894,Ändsjön,Naturreservat,Gällande,"""1940-10-07T00:00:00.000Z""","""1940-10-07T00:00:00.000Z""","""1940-10-07T00:00:00.000Z""",Jämtlands Län,Östersund,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Östersunds kommun,95.65,62.28,33.04,50.948,Slutligt inmätt,"428-107/1937 ED, 11.111-1505-75",Naturvårdslagen,Länsstyrelse
2002859,Urstjärnbäcken,Naturreservat,Gällande,"""2004-05-19T00:00:00.000Z""","""2004-06-10T00:00:00.000Z""","""2004-06-10T00:00:00.000Z""",Norrbottens Län,Boden,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,1063.09,1058.79,4.28,839.995,Justerad mot fastighetskarta,511-5173-02,Miljöbalken,Länsstyrelse
2044039,Stövlaberget,Naturreservat,Gällande,"""2015-08-26T00:00:00.000Z""","""2015-10-01T00:00:00.000Z""","""2015-10-01T00:00:00.000Z""",Hallands Län,Halmstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Hallands län,18.44,18.42,0,18.364,Slutligt inmätt,511-3023-15,Miljöbalken,Länsstyrelse
2002037,Ruthagsskogen,Naturreservat,Gällande,"""1992-12-15T00:00:00.000Z""","""1993-01-21T00:00:00.000Z""","""2016-02-09T00:00:00.000Z""",Uppsala Län,Heby,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Uppsala län,97.84,97.77,0,74.947,Justerad mot fastighetskarta,512-124-15,Miljöbalken,Länsstyrelse
2014312,Avradslandet,Naturreservat,Gällande,"""2009-05-25T00:00:00.000Z""","""2009-06-18T00:00:00.000Z""","""2009-06-18T00:00:00.000Z""",Västernorrlands Län,Sollefteå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,49.74,49.67,0.1,35.272,Slutligt inmätt,511-6614-02,Miljöbalken,Länsstyrelse
2000705,Hålsjöholmen,Naturreservat,Gällande,"""1973-02-27T00:00:00.000Z""","""1973-03-27T00:00:00.000Z""","""2006-07-07T00:00:00.000Z""",Gävleborgs Län,Hudiksvall,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Gävleborgs län,5.81,5.45,0.42,5.253,Justerad mot fastighetskarta,"511-7554-06, 84-203",Miljöbalken,Länsstyrelse
2043331,Svartån,Naturreservat,Gällande,"""2016-09-13T00:00:00.000Z""","""2016-10-11T00:00:00.000Z""","""2016-10-11T00:00:00.000Z""",Dalarnas Län,Avesta,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Dalarnas län,58.66,55.33,3.3,37.345,Slutligt inmätt,511-3995-2012,Miljöbalken,Länsstyrelse
2028949,Broby,Naturreservat,Gällande,"""2012-02-22T00:00:00.000Z""","""2012-04-12T00:00:00.000Z""","""2012-04-12T00:00:00.000Z""",Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,37.14,37.04,0.14,36.959,Slutligt inmätt,511-2006-34850,Miljöbalken,Länsstyrelse
2014336,Degeberga backar,Naturreservat,Gällande,"""2008-05-13T00:00:00.000Z""","""2008-11-20T00:00:00.000Z""","""2008-11-20T00:00:00.000Z""",Skåne Län,Kristianstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Kristianstads kommun,31.36,31.39,0,3.814,Slutligt inmätt,511-84689-08,Miljöbalken,Kommun
2000676,Åsens naturskog,Naturreservat,Gällande,"""1998-12-02T00:00:00.000Z""","""1998-12-23T00:00:00.000Z""","""1998-12-23T00:00:00.000Z""",Västernorrlands Län,Sundsvall,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,133.72,133.7,0,127.156,Justerad mot fastighetskarta,231-9557-93,Naturvårdslagen,Länsstyrelse
2044928,Godtjärnen,Naturreservat,Gällande,"""2016-05-05T00:00:00.000Z""","""2016-06-08T00:00:00.000Z""","""2016-06-08T00:00:00.000Z""",Västerbottens Län,Norsjö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,113.92,111.25,2.59,62.22,Ospecificerad,511-8403-2011,Miljöbalken,Länsstyrelse
2014755,Kiuhtisvaara,Naturreservat,Gällande,"""2009-12-08T00:00:00.000Z""","""2010-01-01T00:00:00.000Z""","""2010-01-01T00:00:00.000Z""",Norrbottens Län,Pajala,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,338.52,338.44,0,325.672,Slutligt inmätt,511-7926-09,Miljöbalken,Länsstyrelse
2001996,Bergs naturskog,Naturreservat,Gällande,"""1992-04-24T00:00:00.000Z""","""1992-05-20T00:00:00.000Z""","""2007-02-08T00:00:00.000Z""",Hallands Län,Falkenberg,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Hallands län,162.77,158.44,4.39,145.077,Slutligt inmätt,231-1596-90,Miljöbalken,Länsstyrelse
2001897,Hengrundet,Naturreservat,Gällande,"""1971-06-18T00:00:00.000Z""","""1971-07-16T00:00:00.000Z""","""1971-07-16T00:00:00.000Z""",Västmanlands Län,Arboga,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Västmanlands län,0.27,0.13,0.14,0.135,Justerad mot fastighetskarta,(T-län)III R II-1-66,Naturvårdslagen,Länsstyrelse
2002498,Sandholmen,Naturreservat,Gällande,"""1982-12-20T00:00:00.000Z""","""1983-01-10T00:00:00.000Z""","""1983-01-10T00:00:00.000Z""",Dalarnas Län,Mora,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Mora kommun,3.07,2.94,0.11,0.76,Ospecificerad,11.1211-2303-79,Naturvårdslagen,Länsstyrelse
2001497,Munkarps jär,Naturreservat,Gällande,"""1978-06-07T00:00:00.000Z""","""1978-06-07T00:00:00.000Z""","""1978-06-07T00:00:00.000Z""",Skåne Län,Höör,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Skåne län,1.75,1.75,0,1.626,Justerad mot fastighetskarta,11.1211-5097-77(1267-209),Naturvårdslagen,Länsstyrelse
2001363,Skämningsfors naturskog,Naturreservat,Gällande,"""1975-10-24T00:00:00.000Z""","""1975-10-24T00:00:00.000Z""","""2005-12-27T00:00:00.000Z""",Jönköpings Län,Habo,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,18.53,18.51,0,18.114,Justerad mot fastighetskarta,511-8474-05,Miljöbalken,Länsstyrelse
2000764,Kärlingesund,Naturreservat,Gällande,"""1978-10-23T00:00:00.000Z""","""1978-11-13T00:00:00.000Z""","""2014-02-15T00:00:00.000Z""",Västra Götalands Län,Uddevalla,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Uddevalla kommun,98.66,97.63,1.01,48.842,Justerad mot fastighetskarta,511-35048-2011,Miljöbalken,Länsstyrelse
2000505,Långbroberget,Naturreservat,Gällande,"""1980-10-24T00:00:00.000Z""","""1980-11-14T00:00:00.000Z""","""1980-11-14T00:00:00.000Z""",Västernorrlands Län,Sollefteå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,25.85,25.86,0,25.629,Slutligt inmätt,"11.121-763-71, SNSD  Y 57",Naturvårdslagen,Länsstyrelse
2029729,Bredsjömossen,Naturreservat,Gällande,"""2012-12-06T00:00:00.000Z""","""2013-01-05T00:00:00.000Z""","""2013-01-05T00:00:00.000Z""",Östergötlands Län,Motala,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Östergötlands län,336.77,253.46,83.26,126.476,Slutligt inmätt,511-5394-12,Miljöbalken,Länsstyrelse
2001381,Ryfors,Naturreservat,Gällande,"""1991-09-10T00:00:00.000Z""","""1991-10-02T00:00:00.000Z""","""2008-02-04T00:00:00.000Z""",Jönköpings Län,Mullsjö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,34.84,34.79,0.01,34.192,Justerad mot fastighetskarta,511-18563-07,Miljöbalken,Länsstyrelse
2002108,Stora Almsjön,Naturreservat,Gällande,"""2001-12-17T00:00:00.000Z""","""2002-01-07T00:00:00.000Z""","""2002-01-07T00:00:00.000Z""",Dalarnas Län,Malung,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,57.25,57.3,0.01,47.918,Slutligt inmätt,231-1113-00,Miljöbalken,Länsstyrelse
2003054,Sättmyrberget,Naturreservat,Gällande,"""2004-05-13T00:00:00.000Z""","""2004-06-08T00:00:00.000Z""","""2004-06-08T00:00:00.000Z""",Jämtlands Län,Ragunda,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jämtlands län,58.27,58.21,0,57.434,Slutligt inmätt,511-5731-03,Miljöbalken,Länsstyrelse
2000051,Pagelsborg,Naturreservat,Gällande,"""1987-03-02T00:00:00.000Z""","""1987-03-24T00:00:00.000Z""","""2008-03-19T00:00:00.000Z""",Blekinge Län,Ronneby,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Blekinge län,1.49,1.51,0,0.583,Justerad mot fastighetskarta,11.1211-638-82,Miljöbalken,Länsstyrelse
2000828,Munkängarna,Naturreservat,Gällande,"""1990-03-22T00:00:00.000Z""","""1990-04-13T00:00:00.000Z""","""2007-10-22T00:00:00.000Z""",Västra Götalands Län,Götene,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västra Götalands län,75.44,75.46,0,64.743,Slutligt inmätt,511-56599-2004,Miljöbalken,Länsstyrelse
2042006,Flyinge ängar,Naturreservat,Gällande,"""2014-02-27T00:00:00.000Z""","""2014-03-28T00:00:00.000Z""","""2014-03-28T00:00:00.000Z""",Skåne Län,"Eslöv, Lund","IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,50.1,48.14,1.91,1.99,Slutligt inmätt,511-21028-2012 och 511-4454-2014,Miljöbalken,Länsstyrelse
2001739,Prästängsuddens lövskog,Naturreservat,Gällande,"""2000-06-21T00:00:00.000Z""","""2000-06-21T00:00:00.000Z""","""2000-06-21T00:00:00.000Z""",Östergötlands Län,Finspång,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Östergötlands län,12.15,12,0.09,11.925,Slutligt inmätt,2310-12409-96,Naturvårdslagen,Länsstyrelse
2027489,Gåsevik,Naturreservat,Gällande,"""1974-05-09T00:00:00.000Z""","""1974-06-09T00:00:00.000Z""","""1974-06-09T00:00:00.000Z""",Västra Götalands Län,Lysekil,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Kungliga Vetenskapsakademin,1.48,1.52,0,0,Ospecificerad,,Miljöbalken,Länsstyrelse
2002950,Källinghagen,Naturreservat,Gällande,"""2005-08-12T00:00:00.000Z""","""2005-09-17T00:00:00.000Z""","""2005-09-17T00:00:00.000Z""",Gotlands Län,Gotland,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Gotlands län,11.05,11.14,0,7.787,Slutligt inmätt,511-3383-05,Miljöbalken,Länsstyrelse
2014403,Torödsmossen,Naturreservat,Gällande,"""2012-11-28T00:00:00.000Z""","""2013-10-17T00:00:00.000Z""","""2013-10-17T00:00:00.000Z""",Västra Götalands Län,Tanum,"Ia, Strikt naturreservat (Strict Nature Reserve)",Västkuststiftelsen,68.62,68.53,0,18.906,Ospecificerad,511-20035-2012,Miljöbalken,Länsstyrelse
2002218,Blomsterhultsmossens domänreservat,Naturreservat,Gällande,"""2000-09-11T00:00:00.000Z""","""2000-10-09T00:00:00.000Z""","""2000-10-09T00:00:00.000Z""",Värmlands Län,Kristinehamn,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,32.99,33.01,0,14.131,Ospecificerad,231-10369-97,Miljöbalken,Länsstyrelse
2005537,Sätraskogen,Naturreservat,Gällande,"""2006-06-12T00:00:00.000Z""","""2006-07-20T00:00:00.000Z""","""2006-07-20T00:00:00.000Z""",Stockholms Län,Stockholm,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Stockholms kommun,256.58,211.61,44.81,142.009,Ospecificerad,304-1736/2006,Miljöbalken,Kommun
2010932,Skagen,Naturreservat,Gällande,"""2007-09-18T00:00:00.000Z""","""2007-10-22T00:00:00.000Z""","""2007-10-22T00:00:00.000Z""",Västra Götalands Län,Götene,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västra Götalands län,91.94,92.35,0.22,23.221,Slutligt inmätt,511-20459-2004,Miljöbalken,Länsstyrelse
2004551,Långåsberget,Naturreservat,Gällande,"""2006-05-15T00:00:00.000Z""","""2006-07-27T00:00:00.000Z""","""2006-07-27T00:00:00.000Z""",Värmlands Län,Torsby,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,14.49,14.48,0,12.538,Slutligt inmätt,511-6386-04,Miljöbalken,Länsstyrelse
2001416,Veka (norra),Naturreservat,Gällande,"""1974-06-20T00:00:00.000Z""","""1974-06-20T00:00:00.000Z""","""1974-06-20T00:00:00.000Z""",Hallands Län,Halmstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Halmstads kommun,43.89,43.83,0.03,40.39,Slutligt inmätt,11.121-405-73,Naturvårdslagen,Länsstyrelse
2002675,Huvudhultakvarn,Naturreservat,Gällande,"""1975-01-10T00:00:00.000Z""","""1975-01-10T00:00:00.000Z""","""2005-12-10T00:00:00.000Z""",Kalmar Län,Emmaboda,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kalmar län,32.22,31.94,0.27,25.014,Slutligt inmätt,511-8087-05,Miljöbalken,Länsstyrelse
2000815,Lammevadskärret,Naturreservat,Gällande,"""1988-03-21T00:00:00.000Z""","""1988-04-11T00:00:00.000Z""","""1988-04-11T00:00:00.000Z""",Västra Götalands Län,Tidaholm,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västra Götalands län,3.55,3.56,0,2.292,Justerad mot fastighetskarta,231-17-1988,Naturvårdslagen,Länsstyrelse
2029930,Sträntemölla- Forsemölla,Naturreservat,Gällande,"""2013-08-29T00:00:00.000Z""","""2013-09-30T00:00:00.000Z""","""2013-09-30T00:00:00.000Z""",Skåne Län,Simrishamn,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,47.76,47.37,0.38,25.204,Ospecificerad,511-29620-2012 och 511-20305-2013,Miljöbalken,Länsstyrelse
2000516,Ed 3:1,Naturreservat,Gällande,"""1963-07-05T00:00:00.000Z""","""1963-07-05T00:00:00.000Z""","""1963-08-02T00:00:00.000Z""",Västra Götalands Län,Dals-Ed,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Västkuststiftelsen,3.56,3.56,0,3.288,Slutligt inmätt,11.129-2320-71,Naturvårdslagen,Länsstyrelse
2001980,Västra Getterön,Naturreservat,Gällande,"""1974-06-20T00:00:00.000Z""","""1974-06-20T00:00:00.000Z""","""1974-06-20T00:00:00.000Z""",Hallands Län,Varberg,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Hallands län,177.06,51.98,124.96,0.23,Slutligt inmätt,11.121-2729-71,Naturvårdslagen,Länsstyrelse
2001164,Tunderåsen,Naturreservat,Gällande,"""2001-02-20T00:00:00.000Z""","""2001-03-15T00:00:00.000Z""","""2001-03-15T00:00:00.000Z""",Gävleborgs Län,Ovanåker,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Gävleborgs län,31.01,31.03,0,30.664,Slutligt inmätt,"231-10856-00, 21-206",Miljöbalken,Länsstyrelse
2046110,Amaliaskogen,Naturreservat,Gällande,"""2016-11-14T00:00:00.000Z""","""2016-12-08T00:00:00.000Z""","""2016-12-08T00:00:00.000Z""",Jämtlands Län,Strömsund,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jämtlands län,95.42,94.21,1.23,74.683,Slutligt inmätt,511-1775-2012,Miljöbalken,Länsstyrelse
2020305,Granön,Naturreservat,Gällande,"""2006-12-14T00:00:00.000Z""","""2007-01-04T00:00:00.000Z""","""2007-01-04T00:00:00.000Z""",Dalarnas Län,Ludvika,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Ludvika kommun,25.13,12.06,13.05,12.06,Ospecificerad,511-14728-09,Miljöbalken,Kommun
2002797,Kölviken,Naturreservat,Gällande,"""2004-04-27T00:00:00.000Z""","""2004-04-27T00:00:00.000Z""","""2004-06-15T00:00:00.000Z""",Västra Götalands Län,Bengtsfors,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Västkuststiftelsen,282.38,275.26,7.15,261.152,Slutligt inmätt,511-45910-2002,Miljöbalken,Länsstyrelse
2000757,Trälebergskile,Naturreservat,Gällande,"""1970-04-06T00:00:00.000Z""","""1970-06-17T00:00:00.000Z""","""2014-05-16T00:00:00.000Z""",Västra Götalands Län,Lysekil,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Västkuststiftelsen,71.02,35.46,35.63,3.24,Justerad mot fastighetskarta,512-2462-2014,Miljöbalken,Länsstyrelse
2000902,Döda fallet,Naturreservat,Gällande,"""1983-08-26T00:00:00.000Z""","""1983-09-23T00:00:00.000Z""","""1983-09-23T00:00:00.000Z""",Jämtlands Län,Ragunda,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Jämtlands län,29.41,26.79,2.62,19.482,Justerad mot fastighetskarta,11.121-832-71,Naturvårdslagen,Länsstyrelse
2005581,Myrhulta mosse,Naturreservat,Gällande,"""2006-12-06T00:00:00.000Z""","""2008-06-12T00:00:00.000Z""","""2016-01-14T00:00:00.000Z""",Västra Götalands Län,"Karlsborg, Töreboda","Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västra Götalands län,1147.65,1138.63,9.17,367.227,Ospecificerad,511-35044-2015,Miljöbalken,Länsstyrelse
2001109,Vindalsö,Naturreservat,Gällande,"""1969-10-23T00:00:00.000Z""","""1969-11-20T00:00:00.000Z""","""1969-11-20T00:00:00.000Z""",Stockholms Län,Värmdö,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Skärgårdsstiftelsen i Stockholms län,2.49,2.39,0.19,1.077,Justerad mot fastighetskarta,22R11-916-68,Naturvårdslagen,Länsstyrelse
2002047,Fläckebo,Naturreservat,Gällande,"""1993-05-26T00:00:00.000Z""","""1993-08-17T00:00:00.000Z""","""1993-08-17T00:00:00.000Z""",Västmanlands Län,Sala,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västmanlands län,81.58,81.39,0.17,78.936,Slutligt inmätt,231-3882-89,Naturvårdslagen,Länsstyrelse
2013346,Västeråsmossen,Naturreservat,Gällande,"""2007-10-22T00:00:00.000Z""","""2007-11-12T00:00:00.000Z""","""2007-11-12T00:00:00.000Z""",Örebro Län,Hällefors,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Örebro län,375.79,366.63,9.04,143.179,Slutligt inmätt,5112-14227-2007,Miljöbalken,Länsstyrelse
2001728,Bokö,Naturreservat,Gällande,"""1973-08-24T00:00:00.000Z""","""1973-08-24T00:00:00.000Z""","""2007-03-26T00:00:00.000Z""",Östergötlands Län,Valdemarsvik,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Östergötlands län,414.99,90.38,324.69,44.047,Delvis inmätt,511-3239-00,Miljöbalken,Länsstyrelse
2001169,Ysberget - Laxtjärnsberget,Naturreservat,Gällande,"""1990-03-12T00:00:00.000Z""","""1990-04-03T00:00:00.000Z""","""1990-04-03T00:00:00.000Z""",Gävleborgs Län,Hudiksvall,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Gävleborgs län,398.25,369.68,28.78,350.209,Justerad mot fastighetskarta,"231-2025, 84-206",Naturvårdslagen,Länsstyrelse
2014572,Karlsborgsberget,Naturreservat,Gällande,"""2009-12-17T00:00:00.000Z""","""2010-01-11T00:00:00.000Z""","""2010-01-11T00:00:00.000Z""",Västernorrlands Län,Ånge,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Västernorrlands län,82.73,82.54,0.22,76.035,Slutligt inmätt,511-930-09,Miljöbalken,Länsstyrelse
2045151,Arvaby,Naturreservat,Gällande,"""2016-10-31T00:00:00.000Z""","""2016-11-29T00:00:00.000Z""","""2016-11-29T00:00:00.000Z""",Örebro Län,Örebro,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Örebro län,7.83,7.93,0,7.761,Ospecificerad,511-3735-2013,Miljöbalken,Länsstyrelse
2002098,Bredmossen,Naturreservat,Gällande,"""1996-12-16T00:00:00.000Z""","""1997-01-07T00:00:00.000Z""","""1998-09-28T00:00:00.000Z""",Dalarnas Län,Avesta,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Dalarnas län,47.54,47.48,0,25.17,Ospecificerad,231-3327-97,Naturvårdslagen,Länsstyrelse
2001115,Vegalla,Naturreservat,Gällande,"""2003-06-04T00:00:00.000Z""","""2003-07-02T00:00:00.000Z""","""2007-06-01T00:00:00.000Z""",Östergötlands Län,Åtvidaberg,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Östergötlands län,288.11,251.9,36.21,243.141,Slutligt inmätt,511-3851-07,Miljöbalken,Länsstyrelse
2028490,Stänkelstorp,Naturreservat,Gällande,"""2011-10-19T00:00:00.000Z""","""2011-11-18T00:00:00.000Z""","""2011-11-18T00:00:00.000Z""",Jönköpings Län,Tranås,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Jönköpings län,12.48,12.47,0,12.477,Slutligt inmätt,511-3833-07,Miljöbalken,Länsstyrelse
2000070,Torhamns udde,Naturreservat,Gällande,"""1977-06-06T00:00:00.000Z""","""1977-06-06T00:00:00.000Z""","""1977-06-06T00:00:00.000Z""",Blekinge Län,Karlskrona,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Blekinge län,510.96,129.97,381.06,23.968,Slutligt inmätt,11.121-356-73,Naturvårdslagen,Länsstyrelse
2002310,Taberg,Naturreservat,Gällande,"""1985-10-25T00:00:00.000Z""","""1986-12-18T00:00:00.000Z""","""2011-04-26T00:00:00.000Z""",Jönköpings Län,Jönköping,"III, Naturmonument (Natural Monument)",Jönköpings kommun,66.04,66.02,0.04,54.57,Justerad mot fastighetskarta,511-3918-10,Miljöbalken,Länsstyrelse
2001804,Flommen,Naturreservat,Gällande,"""1981-12-08T00:00:00.000Z""","""1983-04-21T00:00:00.000Z""","""1983-04-21T00:00:00.000Z""",Skåne Län,Vellinge,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,1207.31,322.28,884.8,5.242,Ospecificerad,11.1211-3169-73 (1233-208),Naturvårdslagen,Länsstyrelse
2010953,Blakliden,Naturreservat,Gällande,"""2007-04-04T00:00:00.000Z""","""2007-05-03T00:00:00.000Z""","""2007-05-03T00:00:00.000Z""",Västerbottens Län,Åsele,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,131.23,131.19,0,104.045,Slutligt inmätt,511-08014-2006,Miljöbalken,Länsstyrelse
2002113,Gråthålet,Naturreservat,Gällande,"""2001-06-25T00:00:00.000Z""","""2001-07-16T00:00:00.000Z""","""2001-07-16T00:00:00.000Z""",Dalarnas Län,"Gagnef, Leksand","Ia, Strikt naturreservat (Strict Nature Reserve)",Gagnefs kommun,11.5,11.46,0,11.489,Slutligt inmätt,231-6155-01,Miljöbalken,Länsstyrelse
2001530,Domedejla mosse med omgivningar,Naturreservat,Gällande,"""2000-08-24T00:00:00.000Z""","""2002-05-16T00:00:00.000Z""","""2002-05-16T00:00:00.000Z""",Skåne Län,Lomma,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Lomma kommun,11.17,11.11,0,7.798,Ospecificerad,Lomma kommun dnr 2000/0908.251,Miljöbalken,Kommun
2000695,Skuleskogen,Naturreservat,Gällande,"""1979-07-11T00:00:00.000Z""","""1979-08-01T00:00:00.000Z""","""1990-07-24T00:00:00.000Z""",Västernorrlands Län,Örnsköldsvik,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,95.96,95.95,0,89.979,Justerad mot fastighetskarta,231-2308-90,Naturvårdslagen,Länsstyrelse
2000116,Västra märgelgraven,Naturreservat,Gällande,"""1953-09-02T00:00:00.000Z""","""1953-09-02T00:00:00.000Z""","""1953-09-02T00:00:00.000Z""",Gotlands Län,Gotland,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Gotlands län,3.31,2.91,0.36,0,Slutligt inmätt,BD 19/71 1952   I 49,Naturvårdslagen,Länsstyrelse
2013561,Risröd,Naturreservat,Gällande,"""2008-02-29T00:00:00.000Z""","""2008-05-14T00:00:00.000Z""","""2008-05-14T00:00:00.000Z""",Dalarnas Län,Rättvik,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,61.17,61.21,0,61.158,Slutligt inmätt,511-19830-03,Miljöbalken,Länsstyrelse
2023271,Gränjåsen,Naturreservat,Gällande,"""2013-09-23T00:00:00.000Z""","""2013-11-26T00:00:00.000Z""","""2013-11-26T00:00:00.000Z""",Dalarnas Län,Älvdalen,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,19.26,19.13,0.12,18.511,Slutligt inmätt,511-2739-2012,Miljöbalken,Länsstyrelse
2002132,Tibergs udde,Naturreservat,Gällande,"""1980-06-23T00:00:00.000Z""","""1980-06-23T00:00:00.000Z""","""2008-01-16T00:00:00.000Z""",Värmlands Län,Filipstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Värmlands län,8.01,7.86,0.15,1.127,Ospecificerad,511-05375-2007,Miljöbalken,Länsstyrelse
2043809,Hökesån -Habo,Naturreservat,Gällande,"""2015-05-11T00:00:00.000Z""","""2015-06-12T00:00:00.000Z""","""2015-06-12T00:00:00.000Z""",Jönköpings Län,Habo,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Habo kommun,27.1,26.13,0.89,23.698,Slutligt inmätt,511-528-2012,Miljöbalken,Länsstyrelse
